Date,AUDUSD,NZDUSD
2012-08-22,1.04439,0.8134600000000001
2012-08-23,1.04065,0.81182
2012-08-26,1.03722,0.8093199999999999
2012-08-27,1.0379200000000002,0.80525
2012-08-28,1.03522,0.80085
2012-08-29,1.02922,0.7996
2012-08-30,1.03308,0.80412
2012-09-02,1.02531,0.79795
2012-09-03,1.02284,0.7946300000000001
2012-09-04,1.0197200000000002,0.79493
2012-09-05,1.02939,0.8016300000000001
2012-09-06,1.03892,0.81308
2012-09-09,1.03362,0.80982
2012-09-10,1.04339,0.8173699999999999
2012-09-11,1.04681,0.8203
2012-09-12,1.05461,0.83125
2012-09-13,1.05523,0.82939
2012-09-16,1.04766,0.82621
2012-09-17,1.0458,0.82705
2012-09-18,1.0480200000000002,0.82686
2012-09-19,1.0434700000000001,0.82911
2012-09-20,1.0457,0.8285399999999999
2012-09-23,1.04245,0.8229299999999999
2012-09-24,1.03909,0.82168
2012-09-25,1.0370700000000002,0.82439
2012-09-26,1.0442799999999999,0.8318200000000001
2012-09-27,1.0384,0.83005
2012-09-30,1.03646,0.8278200000000001
2012-10-01,1.02662,0.82763
2012-10-02,1.02175,0.8193
2012-10-03,1.02427,0.8219299999999999
2012-10-04,1.01823,0.8175399999999999
2012-10-07,1.01925,0.81924
2012-10-08,1.02057,0.81791
2012-10-09,1.02356,0.8165
2012-10-10,1.02641,0.8173199999999999
2012-10-11,1.02325,0.81639
2012-10-14,1.0254,0.81867
2012-10-15,1.0276299999999998,0.81439
2012-10-16,1.03825,0.8218200000000001
2012-10-17,1.03663,0.81843
2012-10-18,1.03334,0.81593
2012-10-21,1.0323,0.81781
2012-10-22,1.02661,0.81179
2012-10-23,1.0357100000000001,0.8205399999999999
2012-10-24,1.03484,0.81787
2012-10-25,1.03752,0.82326
2012-10-28,1.0332700000000001,0.81942
2012-10-29,1.03655,0.8209
2012-10-30,1.0377399999999999,0.82257
2012-10-31,1.0401200000000002,0.8270799999999999
2012-11-01,1.03395,0.82534
2012-11-04,1.0366,0.82536
2012-11-05,1.04344,0.8272299999999999
2012-11-06,1.0413700000000001,0.81857
2012-11-07,1.04061,0.8156899999999999
