datetime,AAPL,cash,commission,total,return,equity_curve,drawdown
1990-07-31,16.38389378786087,99982.31610621214,1.3,99998.7,-1.4628787730064374e-06,0.9999869999999995,2.0967498421953223e-05
1990-08-01,16.530179977416992,99982.31610621214,1.3,99998.84628618955,1.4628809130723397e-06,0.9999884628618951,1.9504636526335162e-05
1990-08-02,16.96903109550476,99982.31610621214,1.3,99999.28513730764,4.388561812396219e-06,0.999992851373076,1.5116125345437936e-05
1990-08-03,16.091321408748627,99982.31610621214,1.3,99998.40742762088,-8.777159612227692e-06,0.9999840742762084,2.3893222213078325e-05
1990-08-06,15.408660471439362,99982.31610621214,1.3,99997.72476668358,-6.826718093488893e-06,0.9999772476668354,3.071983158609015e-05
1990-08-07,15.408660471439362,99982.31610621214,1.3,99997.72476668358,0.0,0.9999772476668354,3.071983158609015e-05
1990-08-08,15.652470290660858,99982.31610621214,1.3,99997.9685765028,2.438153665851317e-06,0.9999796857650275,2.828173339397555e-05
1990-08-09,15.408660471439362,99982.31610621214,1.3,99997.72476668358,-2.438147721273154e-06,0.9999772476668354,3.071983158609015e-05
1990-08-10,15.116094052791595,99982.31610621214,1.3,99997.43220026493,-2.9257307536667554e-06,0.9999743220026489,3.364549577256071e-05
1990-08-13,15.554951131343842,99982.31610621214,1.3,99997.87105734348,4.388683478184774e-06,0.9999787105734345,2.9256924987008937e-05
1990-08-14,15.506179630756378,99982.31610621214,1.3,99997.82228584289,-4.877253892976441e-07,0.9999782228584285,2.9744639992945743e-05
1990-08-15,15.311141312122345,99982.31610621214,1.3,99997.62724752426,-1.9504256610902715e-06,0.9999762724752421,3.169502317934558e-05
1990-08-16,15.018567442893982,99982.31610621214,1.3,99997.33467365503,-2.9258081144512005e-06,0.9999733467365498,3.4620761871662076e-05
1990-08-17,14.2383873462677,99982.31610621214,1.3,99996.5544935584,-7.802008915258618e-06,0.9999655449355835,4.2422562837929334e-05
1990-08-20,15.6571164727211,99982.31610621214,1.3,99997.97322268486,1.4187780105423542e-05,0.9999797322268481,2.8235271573362475e-05
1990-08-21,15.444087982177734,99982.31610621214,1.3,99997.76019419431,-2.1303280824946924e-06,0.9999776019419426,3.036555647883965e-05
1990-08-22,14.964787662029266,99982.31610621214,1.3,99997.28089387417,-4.793110557899105e-06,0.9999728089387411,3.515855968039272e-05
1990-08-23,14.698508381843567,99982.31610621214,1.3,99997.01461459398,-2.6628652080029624e-06,0.9999701461459392,3.782135248231455e-05
1990-08-24,15.12455940246582,99982.31610621214,1.3,99997.4406656146,4.260637402664358e-06,0.9999744066561453,3.356084227612577e-05
1990-08-27,16.08315259218216,99982.31610621214,1.3,99998.39925880432,9.586177239562232e-06,0.9999839925880426,2.3974910378865566e-05
1990-08-28,16.242919862270355,99982.31610621214,1.3,99998.5590260744,1.5976982759013936e-06,0.9999855902607435,2.2377237677950745e-05
1990-08-29,15.87013155221939,99982.31610621214,1.3,99998.18623776436,-3.7279368191311946e-06,0.999981862377643,2.6105120778496804e-05
1990-08-30,15.444087982177734,99982.31610621214,1.3,99997.76019419431,-4.260512975973185e-06,0.9999776019419426,3.036555647883965e-05
1990-08-31,15.763621032238007,99982.31610621214,1.3,99998.07972724437,3.1954020713875764e-06,0.9999807972724433,2.71702259782014e-05
1990-09-04,15.763621032238007,99982.31610621214,1.3,99998.07972724437,0.0,0.9999807972724433,2.71702259782014e-05
1990-09-05,15.33757746219635,99982.31610621214,1.3,99997.65368367433,-4.260517514009798e-06,0.9999765368367428,3.143066167865527e-05
1990-09-06,15.231065452098843,99982.31610621214,1.3,99997.54717166424,-1.0651450926824069e-06,0.9999754717166418,3.249578177966228e-05
1990-09-07,15.497341752052307,99982.31610621214,1.3,99997.81344796419,2.662828314070609e-06,0.9999781344796412,2.9833018780234255e-05
1990-09-10,15.231065452098843,99982.31610621214,1.3,99997.54717166424,-2.6628212235202398e-06,0.9999754717166417,3.24957817797733e-05
1990-09-11,14.48548436164856,99982.31610621214,1.3,99996.80159057378,-7.455993787264248e-06,0.9999680159057371,3.9951592684328574e-05
1990-09-12,14.48548436164856,99982.31610621214,1.3,99996.80159057378,0.0,0.9999680159057371,3.9951592684328574e-05
1990-09-13,14.378978312015533,99982.31610621214,1.3,99996.69508452415,-1.0650945624357533e-06,0.9999669508452408,4.101665318068104e-05
1990-09-14,14.48548436164856,99982.31610621214,1.3,99996.80159057378,1.0650956967506175e-06,0.999968015905737,3.9951592684439596e-05
1990-09-17,14.378978312015533,99982.31610621214,1.3,99996.69508452415,-1.0650945624357533e-06,0.9999669508452407,4.101665318079206e-05
1990-09-18,14.219212532043453,99982.31610621214,1.3,99996.53531874418,-1.597710602707636e-06,0.999965353187441,4.261431098051549e-05
1990-09-19,13.846421241760254,99982.31610621214,1.3,99996.1625274539,-3.7280420676077952e-06,0.9999616252745381,4.634222388333331e-05
1990-09-20,13.47363293170929,99982.31610621214,1.3,99995.78973914385,-3.728026162441722e-06,0.9999578973914377,5.007010698376835e-05
1990-09-21,13.420380651950836,99982.31610621214,1.3,99995.73648686409,-5.325452191451419e-07,0.9999573648686401,5.0602629781404396e-05
1990-09-24,12.887825071811676,99982.31610621214,1.3,99995.20393128395,-5.325782866827389e-06,0.9999520393128387,5.592818558275425e-05
1990-09-25,12.781313061714172,99982.31610621214,1.3,99995.09741927385,-1.0651711873643777e-06,0.9999509741927377,5.6993305683761264e-05
1990-09-26,12.674804031848907,99982.31610621214,1.3,99994.99091024399,-1.0651425180752128e-06,0.9999499091024391,5.805839598238549e-05
1990-09-27,12.035737931728365,99982.31610621214,1.3,99994.35184414386,-6.390981131199069e-06,0.9999435184414379,6.444905698355097e-05
1990-09-28,12.355268001556395,99982.31610621214,1.3,99994.67137421369,3.1954811841039543e-06,0.9999467137421363,6.125375628518448e-05
1990-10-01,12.994334101676941,99982.31610621214,1.3,99995.31044031381,6.391001553751607e-06,0.9999531044031374,5.4863095284019e-05
1990-10-02,12.621545791625973,99982.31610621214,1.3,99994.93765200376,-3.728057930030282e-06,0.9999493765200369,5.859097838456506e-05
1990-10-03,11.503180116415026,99982.31610621214,1.3,99993.81928632855,-1.1184222936444499e-05,0.9999381928632848,6.977463513668791e-05
1990-10-04,11.92922443151474,99982.31610621214,1.3,99994.24533064365,4.260706493175448e-06,0.9999424533064359,6.551419198552733e-05
1990-10-05,11.92922443151474,99982.31610621214,1.3,99994.24533064365,0.0,0.9999424533064359,6.551419198552733e-05
1990-10-08,12.408524751663208,99982.31610621214,1.3,99994.7246309638,4.793279038795006e-06,0.9999472463096374,6.072118878408528e-05
1990-10-09,11.92922443151474,99982.31610621214,1.3,99994.24533064365,-4.793256063395646e-06,0.9999424533064359,6.551419198552733e-05
1990-10-10,11.290158331394196,99982.31610621214,1.3,99993.60626454353,-6.391028783747643e-06,0.9999360626454348,7.19048529866928e-05
1990-10-11,11.822713911533354,99982.31610621214,1.3,99994.13882012367,5.32589632507019e-06,0.9999413882012361,6.657929718534294e-05
1990-10-12,12.035737931728365,99982.31610621214,1.3,99994.35184414386,2.1303650665771556e-06,0.9999435184414381,6.444905698332892e-05
1990-10-15,11.822713911533354,99982.31610621214,1.3,99994.13882012367,-2.130360527985431e-06,0.9999413882012362,6.657929718523192e-05
1990-10-16,10.651092231273653,99982.31610621214,1.3,99992.96719844341,-1.1716903551395319e-05,0.9999296719844336,7.829551398785828e-05
1990-10-17,11.290158331394196,99982.31610621214,1.3,99993.60626454353,6.391110475290063e-06,0.9999360626454348,7.19048529866928e-05
1990-10-18,12.142247706651688,99982.31610621214,1.3,99994.45835391879,8.521438590758379e-06,0.9999445835391872,6.338395923422002e-05
1990-10-19,13.367123901844025,99982.31610621214,1.3,99995.68323011398,1.2249440772604814e-05,0.9999568323011392,5.113519728228155e-05
1990-10-22,13.26061636209488,99982.31610621214,1.3,99995.57672257423,-1.0651213763201994e-06,0.9999557672257418,5.220027267971439e-05
1990-10-23,13.20735514163971,99982.31610621214,1.3,99995.52346135378,-5.326357644941382e-07,0.9999552346135372,5.273288488427674e-05
1990-10-24,12.994334101676941,99982.31610621214,1.3,99995.31044031381,-2.130305763570206e-06,0.9999531044031376,5.486309528390798e-05
1990-10-25,12.781313061714172,99982.31610621214,1.3,99995.09741927385,-2.130310301828864e-06,0.9999509741927379,5.699330568353922e-05
1990-10-26,12.781313061714172,99982.31610621214,1.3,99995.09741927385,0.0,0.9999509741927379,5.699330568353922e-05
1990-10-29,12.7280592918396,99982.31610621214,1.3,99995.04416550398,-5.325638081643547e-07,0.9999504416550391,5.752584338236666e-05
1990-10-30,12.941080331802368,99982.31610621214,1.3,99995.25718654394,2.130315974513408e-06,0.9999525718654387,5.539563298273542e-05
1990-10-31,13.100846111774445,99982.31610621214,1.3,99995.41695232391,1.5977335772188184e-06,0.9999541695232385,5.379797518301199e-05
1990-11-01,12.994334101676941,99982.31610621214,1.3,99995.31044031381,-1.0651689181795376e-06,0.9999531044031374,5.4863095284019e-05
1990-11-02,13.526895642280579,99982.31610621214,1.3,99995.84300185442,5.325865165772825e-06,0.9999584300185436,4.953747987790358e-05
1990-11-05,14.165952801704407,99982.31610621214,1.3,99996.48205901384,6.3908372611720665e-06,0.9999648205901378,4.314690828366441e-05
1990-11-06,14.27246630191803,99982.31610621214,1.3,99996.58857251405,1.0651724742238855e-06,0.9999658857251399,4.208177328157703e-05
1990-11-07,14.165952801704407,99982.31610621214,1.3,99996.48205901384,-1.0651713396869766e-06,0.9999648205901378,4.314690828366441e-05
1990-11-08,14.698508381843567,99982.31610621214,1.3,99997.01461459398,5.325743157813534e-06,0.9999701461459392,3.782135248231455e-05
1990-11-09,15.12455940246582,99982.31610621214,1.3,99997.4406656146,4.260637402664358e-06,0.9999744066561453,3.356084227612577e-05
1990-11-12,15.444087982177734,99982.31610621214,1.3,99997.76019419431,3.1953675772022905e-06,0.9999776019419424,3.0365556479061695e-05
1990-11-13,15.33757746219635,99982.31610621214,1.3,99997.65368367433,-1.0651290566210392e-06,0.9999765368367426,3.1430661678877314e-05
1990-11-14,15.763621032238007,99982.31610621214,1.3,99998.07972724437,4.260535666045229e-06,0.999980797272443,2.7170225978423446e-05
1990-11-15,15.33757746219635,99982.31610621214,1.3,99997.65368367433,-4.260517514009798e-06,0.9999765368367426,3.1430661678877314e-05
1990-11-16,16.505278646945953,99982.31610621214,1.3,99998.82138485908,1.1677285833622264e-05,0.9999882138485902,1.9753649831311115e-05
1990-11-19,17.09265559911728,99982.31610621214,1.3,99999.40876181125,5.873838751613292e-06,0.9999940876181118,1.3879880309652926e-05
1990-11-20,16.681496798992153,99982.31610621214,1.3,99998.99760301113,-4.111612310619961e-06,0.9999899760301106,1.799146831082954e-05
1990-11-21,16.97518080472946,99982.31610621214,1.3,99999.29128701687,2.9368694964837516e-06,0.999992912870168,1.5054628253463598e-05
1990-11-23,17.09265559911728,99982.31610621214,1.3,99999.40876181125,1.1747562695951785e-06,0.9999940876181119,1.3879880309541903e-05
1990-11-26,17.268875241279602,99982.31610621214,1.3,99999.58498145342,1.7622068404499203e-06,0.9999958498145335,1.2117683887979958e-05
1990-11-27,17.621290683746338,99982.31610621214,1.3,99999.93739689588,3.5241690505838363e-06,0.9999993739689581,8.593529463363225e-06
1990-11-28,17.268875241279602,99982.31610621214,1.3,99999.58498145342,-3.5241566308519268e-06,0.9999958498145335,1.2117683887979958e-05
1990-11-29,17.268875241279602,99982.31610621214,1.3,99999.58498145342,0.0,0.9999958498145335,1.2117683887979958e-05
1990-11-30,17.268875241279602,99982.31610621214,1.3,99999.58498145342,0.0,0.9999958498145335,1.2117683887979958e-05
1990-12-03,17.91498512029648,99982.31610621214,1.3,100000.23109133243,6.461125604984019e-06,1.0000023109133236,5.656585097879585e-06
1990-12-04,18.09119433164597,99982.31610621214,1.3,100000.40730054378,1.7620880414792595e-06,1.0000040730054371,3.894492984324316e-06
1990-12-05,18.85478943586349,99982.31610621214,1.3,100001.170895648,7.635919941018088e-06,1.0000117089564793,0.0
1990-12-06,19.383426010608677,99982.31610621214,1.3,100001.69953222274,5.2863038504380455e-06,1.0000169953222269,0.0
1990-12-07,19.97080296278,99982.31610621214,1.3,100002.28690917492,5.873669696843109e-06,1.0000228690917485,0.0
1990-12-10,19.618377089500427,99982.31610621214,1.3,100001.93448330164,-3.52417813809236e-06,1.0000193448330157,3.5242587328454533e-06
1990-12-11,18.796049058437347,99982.31610621214,1.3,100001.11215527057,-8.223121235717556e-06,1.000011121552705,1.1747539043538424e-05
1990-12-12,18.619830906391144,99982.31610621214,1.3,100000.93593711853,-1.7621619224916785e-06,1.0000093593711845,1.350972056402e-05
1990-12-13,19.14847940206528,99982.31610621214,1.3,100001.4645856142,5.286435478923934e-06,1.0000146458561412,8.22323560734084e-06
1990-12-14,18.73731315135956,99982.31610621214,1.3,100001.0534193635,-4.111602289080807e-06,1.0000105341936343,1.2334898114252368e-05
1990-12-17,18.85478943586349,99982.31610621214,1.3,100001.170895648,1.1747504700121425e-06,1.0000117089564793,1.1160135269250304e-05
1990-12-18,19.85333114862442,99982.31610621214,1.3,100002.16943736076,9.985300210235692e-06,1.0000216943736069,1.174718141649933e-06
1990-12-19,19.677114486694336,99982.31610621214,1.3,100001.99322069883,-1.7621283909807772e-06,1.0000199322069876,2.936884760940117e-06
1990-12-20,20.67565768957138,99982.31610621214,1.3,100002.99176390171,9.98523300110854e-06,1.0000299176390164,0.0
1990-12-21,21.14555686712265,99982.31610621214,1.3,100003.46166307926,4.698851197026954e-06,1.0000346166307919,0.0
1990-12-24,20.67565768957138,99982.31610621214,1.3,100002.99176390171,-4.698829117910641e-06,1.0000299176390164,4.698991775464734e-06
1990-12-26,20.558178424835205,99982.31610621214,1.3,100002.87428463697,-1.1747575013876244e-06,1.000028742846369,5.873784422849582e-06
1990-12-27,20.440706610679623,99982.31610621214,1.3,100002.75681282282,-1.1746843777693527e-06,1.0000275681282274,7.048502564499515e-06
1990-12-28,20.205752551555637,99982.31610621214,1.3,100002.52185876369,-2.349475820562219e-06,1.0000252185876362,9.398043155695035e-06
1990-12-31,20.205752551555637,99982.31610621214,1.3,100002.52185876369,0.0,1.0000252185876362,9.398043155695035e-06
1991-01-02,20.440706610679623,99982.31610621214,1.3,100002.75681282282,2.3494813405910975e-06,1.0000275681282274,7.048502564499515e-06
